Country,Customer ID,revenue,country_customer_rank
United Kingdom,15353.0,2794.47,1065
United Kingdom,12863.0,2792.55,1066
United Kingdom,17530.0,2791.69,1067
United Kingdom,16764.0,2790.95,1068
United Kingdom,17284.0,2788.06,1069
United Kingdom,15073.0,2788.02,1070
United Kingdom,17552.0,2786.77,1071
United Kingdom,13719.0,2783.08,1072
United Kingdom,14121.0,2780.15,1073
United Kingdom,17790.0,2779.41,1074
United Kingdom,14869.0,2778.14,1075
United Kingdom,15993.0,2777.67,1076
United Kingdom,16104.0,2774.46,1077
United Kingdom,17031.0,2773.85,1078
United Kingdom,15235.0,2772.76,1079
United Kingdom,15965.0,2771.94,1080
United Kingdom,13695.0,2770.73,1081
United Kingdom,18210.0,2768.83,1082
United Kingdom,15817.0,2766.4,1083
United Kingdom,16407.0,2761.65,1084
United Kingdom,17115.0,2761.4900000000002,1085
United Kingdom,17368.0,2758.29,1086
United Kingdom,16335.0,2753.52,1087
United Kingdom,17870.0,2753.29,1088
United Kingdom,13736.0,2752.47,1089
United Kingdom,17490.0,2750.5,1090
United Kingdom,14665.0,2749.65,1091
United Kingdom,12982.0,2744.81,1092
United Kingdom,15841.0,2742.41,1093
United Kingdom,13077.0,2740.65,1094
United Kingdom,17241.0,2736.64,1095
United Kingdom,15389.0,2733.8,1096
United Kingdom,12986.0,2729.84,1097
United Kingdom,15596.0,2727.72,1098
United Kingdom,14404.0,2724.13,1099
United Kingdom,16190.0,2723.55,1100
United Kingdom,14125.0,2720.63,1101
United Kingdom,14808.0,2718.6,1102
United Kingdom,15985.0,2715.28,1103
United Kingdom,16232.0,2712.97,1104
United Kingdom,17884.0,2698.47,1105
United Kingdom,16359.0,2697.75,1106
United Kingdom,18173.0,2696.36,1107
United Kingdom,12820.0,2689.52,1108
United Kingdom,16086.0,2687.73,1109
United Kingdom,14748.0,2681.9,1110
United Kingdom,17388.0,2675.3700000000003,1111
United Kingdom,16434.0,2673.69,1112
United Kingdom,17720.0,2666.91,1113
United Kingdom,18283.0,2664.9,1114
United Kingdom,15910.0,2661.17,1115
United Kingdom,13473.0,2657.76,1116
United Kingdom,15671.0,2657.13,1117
United Kingdom,16369.0,2656.56,1118
United Kingdom,15157.0,2654.11,1119
United Kingdom,14756.0,2653.76,1120
United Kingdom,17744.0,2649.14,1121
United Kingdom,13203.0,2648.25,1122
United Kingdom,16618.0,2647.59,1123
United Kingdom,13819.0,2642.35,1124
United Kingdom,15814.0,2634.44,1125
United Kingdom,14410.0,2631.9,1126
United Kingdom,16276.0,2629.3900000000003,1127
United Kingdom,17470.0,2626.47,1128
United Kingdom,13422.0,2626.3,1129
United Kingdom,13644.0,2624.26,1130
United Kingdom,15142.0,2619.92,1131
United Kingdom,13211.0,2618.77,1132
United Kingdom,14262.0,2618.23,1133
United Kingdom,14195.0,2615.6,1134
United Kingdom,14431.0,2614.2,1135
United Kingdom,14397.0,2612.96,1136
United Kingdom,15660.0,2603.69,1137
United Kingdom,17317.0,2600.34,1138
United Kingdom,15826.0,2598.28,1139
United Kingdom,13700.0,2596.9700000000003,1140
United Kingdom,14163.0,2594.62,1141
United Kingdom,14229.0,2594.04,1142
United Kingdom,17043.0,2593.65,1143
United Kingdom,14129.0,2591.34,1144
United Kingdom,14147.0,2590.2,1145
United Kingdom,16206.0,2589.87,1146
United Kingdom,15062.0,2585.62,1147
United Kingdom,16499.0,2578.34,1148
United Kingdom,17095.0,2572.25,1149
United Kingdom,17002.0,2571.55,1150
United Kingdom,15434.0,2567.06,1151
United Kingdom,16817.0,2560.7000000000003,1152
United Kingdom,13192.0,2558.58,1153
United Kingdom,15033.0,2557.18,1154
United Kingdom,16036.0,2556.84,1155
United Kingdom,13862.0,2556.09,1156
United Kingdom,16115.0,2553.8,1157
United Kingdom,14745.0,2551.41,1158
United Kingdom,18179.0,2547.55,1159
United Kingdom,17465.0,2542.79,1160
United Kingdom,14548.0,2541.29,1161
United Kingdom,17463.0,2535.26,1162
United Kingdom,13623.0,2533.06,1163
United Kingdom,15906.0,2530.19,1164
United Kingdom,14659.0,2529.93,1165
United Kingdom,16889.0,2526.65,1166
United Kingdom,14790.0,2526.62,1167
United Kingdom,16987.0,2521.4,1168
United Kingdom,15862.0,2512.29,1169
United Kingdom,13344.0,2511.69,1170
United Kingdom,17101.0,2507.05,1171
United Kingdom,17550.0,2506.64,1172
United Kingdom,12978.0,2502.82,1173
United Kingdom,16202.0,2501.9900000000002,1174
United Kingdom,13471.0,2501.84,1175
United Kingdom,15021.0,2500.59,1176
United Kingdom,15747.0,2499.81,1177
United Kingdom,17594.0,2497.88,1178
United Kingdom,15932.0,2495.87,1179
United Kingdom,13414.0,2494.14,1180
United Kingdom,14541.0,2491.38,1181
United Kingdom,17262.0,2488.76,1182
United Kingdom,15227.0,2488.4900000000002,1183
United Kingdom,15117.0,2485.97,1184
United Kingdom,15716.0,2485.26,1185
United Kingdom,13507.0,2479.16,1186
United Kingdom,13588.0,2478.95,1187
United Kingdom,13134.0,2475.23,1188
United Kingdom,14696.0,2473.28,1189
United Kingdom,13762.0,2472.48,1190
United Kingdom,12924.0,2469.4,1191
United Kingdom,14421.0,2469.37,1192
United Kingdom,17288.0,2468.43,1193
United Kingdom,17164.0,2467.35,1194
United Kingdom,13151.0,2465.21,1195
United Kingdom,17131.0,2463.17,1196
United Kingdom,14256.0,2460.79,1197
United Kingdom,17629.0,2455.52,1198
United Kingdom,17676.0,2448.64,1199
United Kingdom,13338.0,2445.62,1200
United Kingdom,17320.0,2444.85,1201
United Kingdom,15111.0,2442.37,1202
United Kingdom,17348.0,2442.29,1203
United Kingdom,18171.0,2437.31,1204
United Kingdom,15623.0,2437.05,1205
United Kingdom,17505.0,2435.48,1206
United Kingdom,13085.0,2433.28,1207
United Kingdom,14502.0,2429.83,1208
United Kingdom,15077.0,2428.08,1209
United Kingdom,13949.0,2427.32,1210
United Kingdom,15215.0,2422.4300000000003,1211
United Kingdom,15089.0,2420.84,1212
United Kingdom,15489.0,2419.61,1213
United Kingdom,16040.0,2416.9,1214
United Kingdom,13878.0,2416.9,1214
United Kingdom,16470.0,2416.85,1216
United Kingdom,13118.0,2415.41,1217
United Kingdom,14205.0,2414.2,1218
United Kingdom,16833.0,2409.04,1219
United Kingdom,16163.0,2407.98,1220
United Kingdom,15341.0,2402.72,1221
United Kingdom,13173.0,2399.82,1222
United Kingdom,15793.0,2399.57,1223
United Kingdom,14414.0,2399.33,1224
United Kingdom,16147.0,2398.91,1225
United Kingdom,17921.0,2394.36,1226
United Kingdom,16812.0,2392.0,1227
United Kingdom,15366.0,2389.08,1228
United Kingdom,16105.0,2386.19,1229
United Kingdom,16638.0,2380.13,1230
United Kingdom,17827.0,2376.17,1231
United Kingdom,17434.0,2373.82,1232
United Kingdom,13908.0,2369.55,1233
United Kingdom,17623.0,2365.77,1234
United Kingdom,16005.0,2365.4900000000002,1235
United Kingdom,14496.0,2363.89,1236
United Kingdom,14295.0,2362.9100000000003,1237
United Kingdom,16676.0,2361.9,1238
United Kingdom,15860.0,2361.3,1239
United Kingdom,17634.0,2358.59,1240
United Kingdom,15015.0,2354.97,1241
United Kingdom,17969.0,2354.29,1242
United Kingdom,14810.0,2354.03,1243
United Kingdom,16083.0,2351.42,1244
United Kingdom,16085.0,2341.03,1245
United Kingdom,17591.0,2339.32,1246
United Kingdom,15549.0,2334.16,1247
United Kingdom,13614.0,2332.74,1248
United Kingdom,16496.0,2330.77,1249
United Kingdom,17313.0,2328.84,1250
United Kingdom,17004.0,2324.36,1251
United Kingdom,13091.0,2321.82,1252
United Kingdom,13055.0,2321.11,1253
United Kingdom,16628.0,2318.1,1254
United Kingdom,12948.0,2317.43,1255
United Kingdom,14346.0,2315.75,1256
United Kingdom,17193.0,2310.04,1257
United Kingdom,17282.0,2308.54,1258
United Kingdom,13704.0,2308.06,1259
United Kingdom,17113.0,2305.59,1260
United Kingdom,17894.0,2304.58,1261
United Kingdom,15946.0,2304.18,1262
United Kingdom,14555.0,2304.03,1263
United Kingdom,18095.0,2303.09,1264
United Kingdom,16077.0,2300.4,1265
United Kingdom,16531.0,2298.33,1266
United Kingdom,13371.0,2297.66,1267
United Kingdom,13280.0,2293.33,1268
United Kingdom,13059.0,2291.77,1269
United Kingdom,17047.0,2289.23,1270
United Kingdom,17018.0,2287.7,1271
United Kingdom,16485.0,2287.19,1272
United Kingdom,14481.0,2284.69,1273
United Kingdom,18051.0,2282.28,1274
United Kingdom,13655.0,2280.51,1275
United Kingdom,14554.0,2279.4900000000002,1276
United Kingdom,13994.0,2274.14,1277
United Kingdom,17994.0,2270.03,1278
United Kingdom,15638.0,2265.2,1279
United Kingdom,15734.0,2263.3,1280
United Kingdom,13652.0,2262.05,1281
United Kingdom,13117.0,2255.66,1282
United Kingdom,16350.0,2253.89,1283
United Kingdom,17414.0,2249.52,1284
United Kingdom,14432.0,2248.5,1285
United Kingdom,14644.0,2247.72,1286
United Kingdom,16177.0,2247.31,1287
United Kingdom,16174.0,2246.75,1288
United Kingdom,16883.0,2246.06,1289
United Kingdom,13627.0,2245.9,1290
United Kingdom,16042.0,2245.32,1291
United Kingdom,13407.0,2244.7,1292
United Kingdom,16823.0,2243.09,1293
United Kingdom,14462.0,2242.81,1294
United Kingdom,15865.0,2241.42,1295
United Kingdom,15629.0,2240.9,1296
United Kingdom,16551.0,2237.12,1297
United Kingdom,17180.0,2236.77,1298
United Kingdom,17075.0,2236.63,1299
United Kingdom,16108.0,2235.92,1300
United Kingdom,16076.0,2234.73,1301
United Kingdom,13662.0,2233.61,1302
United Kingdom,18215.0,2232.4900000000002,1303
United Kingdom,14449.0,2230.96,1304
United Kingdom,13365.0,2225.37,1305
United Kingdom,14321.0,2218.06,1306
United Kingdom,17648.0,2216.37,1307
United Kingdom,18177.0,2216.32,1308
United Kingdom,13478.0,2215.78,1309
United Kingdom,13455.0,2212.9900000000002,1310
United Kingdom,13320.0,2211.6,1311
United Kingdom,15550.0,2211.05,1312
United Kingdom,15476.0,2209.98,1313
United Kingdom,14177.0,2209.69,1314
United Kingdom,13094.0,2209.44,1315
United Kingdom,14834.0,2206.16,1316
United Kingdom,14467.0,2203.2400000000002,1317
United Kingdom,13410.0,2201.96,1318
United Kingdom,14006.0,2196.67,1319
United Kingdom,15100.0,2193.9,1320
United Kingdom,16317.0,2192.51,1321
United Kingdom,15934.0,2190.66,1322
United Kingdom,14212.0,2190.14,1323
United Kingdom,14597.0,2184.63,1324
United Kingdom,15864.0,2180.7599999999998,1325
United Kingdom,17905.0,2178.87,1326
United Kingdom,17324.0,2171.07,1327
United Kingdom,12856.0,2170.78,1328
United Kingdom,17732.0,2166.42,1329
United Kingdom,14595.0,2164.4500000000003,1330
United Kingdom,15944.0,2164.2400000000002,1331
United Kingdom,14573.0,2163.12,1332
United Kingdom,17822.0,2162.93,1333
United Kingdom,17460.0,2157.9700000000003,1334
United Kingdom,14407.0,2157.73,1335
United Kingdom,16379.0,2157.4,1336
United Kingdom,13643.0,2156.77,1337
United Kingdom,15426.0,2156.35,1338
United Kingdom,13224.0,2155.95,1339
United Kingdom,16966.0,2154.97,1340
United Kingdom,16600.0,2153.41,1341
United Kingdom,16275.0,2151.11,1342
United Kingdom,14216.0,2150.04,1343
United Kingdom,16716.0,2149.6800000000003,1344
United Kingdom,17272.0,2148.63,1345
United Kingdom,16520.0,2148.38,1346
United Kingdom,16004.0,2146.39,1347
United Kingdom,13152.0,2146.38,1348
United Kingdom,16134.0,2145.34,1349
United Kingdom,18009.0,2144.23,1350
United Kingdom,13092.0,2140.28,1351
United Kingdom,17029.0,2137.3,1352
United Kingdom,17305.0,2135.46,1353
United Kingdom,18116.0,2134.4900000000002,1354
United Kingdom,16493.0,2132.09,1355
United Kingdom,13517.0,2128.42,1356
United Kingdom,14634.0,2124.46,1357
United Kingdom,16807.0,2123.88,1358
United Kingdom,16996.0,2123.61,1359
United Kingdom,14472.0,2118.72,1360
United Kingdom,14360.0,2118.03,1361
United Kingdom,15658.0,2117.27,1362
United Kingdom,14691.0,2114.33,1363
United Kingdom,16201.0,2112.12,1364
United Kingdom,16054.0,2111.88,1365
United Kingdom,12997.0,2110.91,1366
United Kingdom,14399.0,2108.21,1367
United Kingdom,13755.0,2108.06,1368
United Kingdom,13610.0,2103.71,1369
United Kingdom,15252.0,2103.41,1370
United Kingdom,14276.0,2102.68,1371
United Kingdom,14499.0,2101.79,1372
United Kingdom,15815.0,2100.6,1373
United Kingdom,12975.0,2100.09,1374
United Kingdom,17897.0,2099.89,1375
United Kingdom,17159.0,2099.59,1376
United Kingdom,17742.0,2098.48,1377
United Kingdom,13753.0,2094.57,1378
United Kingdom,13591.0,2093.94,1379
United Kingdom,14469.0,2093.46,1380
United Kingdom,13265.0,2092.66,1381
United Kingdom,15456.0,2091.52,1382
United Kingdom,15151.0,2085.61,1383
United Kingdom,17705.0,2083.9,1384
United Kingdom,16016.0,2083.4,1385
United Kingdom,16934.0,2083.14,1386
United Kingdom,14443.0,2082.9700000000003,1387
United Kingdom,18026.0,2074.07,1388
United Kingdom,17048.0,2071.68,1389
United Kingdom,17585.0,2064.71,1390
United Kingdom,13748.0,2064.35,1391
United Kingdom,16726.0,2063.88,1392
United Kingdom,16795.0,2062.41,1393
United Kingdom,15221.0,2062.2,1394
United Kingdom,13476.0,2061.4700000000003,1395
United Kingdom,18258.0,2059.67,1396
United Kingdom,17633.0,2057.39,1397
United Kingdom,15253.0,2055.09,1398
United Kingdom,14188.0,2054.36,1399
United Kingdom,16235.0,2053.71,1400
United Kingdom,16794.0,2052.7,1401
United Kingdom,16176.0,2052.69,1402
United Kingdom,17086.0,2050.08,1403
United Kingdom,13874.0,2049.15,1404
United Kingdom,16027.0,2048.36,1405
United Kingdom,14232.0,2048.07,1406
United Kingdom,17666.0,2047.8,1407
United Kingdom,13663.0,2047.51,1408
United Kingdom,14000.0,2046.3400000000001,1409
United Kingdom,15473.0,2046.0,1410
United Kingdom,12868.0,2043.76,1411
United Kingdom,17289.0,2041.8,1412
United Kingdom,14988.0,2038.65,1413
United Kingdom,16214.0,2038.25,1414
United Kingdom,16331.0,2037.7,1415
United Kingdom,17846.0,2033.1,1416
United Kingdom,13630.0,2031.78,1417
United Kingdom,14225.0,2031.07,1418
United Kingdom,15272.0,2030.95,1419
United Kingdom,15506.0,2030.33,1420
United Kingdom,15164.0,2028.11,1421
United Kingdom,15384.0,2027.79,1422
United Kingdom,12873.0,2027.3,1423
United Kingdom,13989.0,2026.06,1424
United Kingdom,14631.0,2025.69,1425
United Kingdom,14651.0,2025.52,1426
United Kingdom,13696.0,2020.4,1427
United Kingdom,16221.0,2019.92,1428
United Kingdom,14623.0,2016.98,1429
United Kingdom,16197.0,2016.71,1430
United Kingdom,17152.0,2016.5,1431
United Kingdom,17126.0,2016.43,1432
United Kingdom,13693.0,2011.8200000000002,1433
United Kingdom,17671.0,2009.16,1434
United Kingdom,13888.0,2001.5900000000001,1435
United Kingdom,16332.0,2000.01,1436
United Kingdom,16698.0,1998.0,1437
United Kingdom,14628.0,1998.0,1437
United Kingdom,15990.0,1997.75,1439
United Kingdom,14152.0,1997.3400000000001,1440
United Kingdom,14301.0,1992.18,1441
United Kingdom,16065.0,1992.13,1442
United Kingdom,13889.0,1991.23,1443
United Kingdom,17088.0,1991.01,1444
United Kingdom,16960.0,1990.88,1445
United Kingdom,17351.0,1988.23,1446
United Kingdom,16529.0,1986.8,1447
United Kingdom,15478.0,1983.48,1448
United Kingdom,14967.0,1982.6100000000001,1449
United Kingdom,17337.0,1981.06,1450
United Kingdom,13725.0,1980.56,1451
United Kingdom,17158.0,1980.0,1452
United Kingdom,15030.0,1979.91,1453
United Kingdom,15795.0,1979.8700000000001,1454
United Kingdom,13208.0,1976.3,1455
United Kingdom,18204.0,1975.3500000000001,1456
United Kingdom,15531.0,1972.39,1457
United Kingdom,17797.0,1971.8700000000001,1458
United Kingdom,14905.0,1971.39,1459
United Kingdom,14477.0,1969.6,1460
United Kingdom,14396.0,1969.38,1461
United Kingdom,16032.0,1965.72,1462
United Kingdom,17966.0,1963.92,1463
United Kingdom,17997.0,1962.46,1464
United Kingdom,15789.0,1962.01,1465
United Kingdom,16290.0,1957.7,1466
United Kingdom,17039.0,1954.99,1467
United Kingdom,18016.0,1954.56,1468
United Kingdom,14794.0,1953.9,1469
United Kingdom,17554.0,1952.45,1470
United Kingdom,13761.0,1952.17,1471
United Kingdom,15885.0,1951.82,1472
United Kingdom,16993.0,1950.95,1473
United Kingdom,14014.0,1948.21,1474
United Kingdom,15620.0,1942.36,1475
United Kingdom,15425.0,1941.1200000000001,1476
United Kingdom,16619.0,1938.3300000000002,1477
United Kingdom,14418.0,1937.25,1478
United Kingdom,15561.0,1934.3899999999999,1479
United Kingdom,16859.0,1932.41,1480
United Kingdom,15803.0,1929.66,1481
United Kingdom,17236.0,1929.26,1482
United Kingdom,16788.0,1928.93,1483
United Kingdom,13029.0,1927.3,1484
United Kingdom,14492.0,1921.91,1485
United Kingdom,16681.0,1921.8400000000001,1486
United Kingdom,18220.0,1921.76,1487
United Kingdom,14901.0,1919.0,1488
United Kingdom,12842.0,1917.99,1489
United Kingdom,14332.0,1917.41,1490
United Kingdom,16650.0,1916.11,1491
United Kingdom,16555.0,1915.68,1492
United Kingdom,16692.0,1914.6999999999998,1493
United Kingdom,17046.0,1906.07,1494
United Kingdom,16942.0,1904.99,1495
United Kingdom,14250.0,1904.05,1496
United Kingdom,14127.0,1900.0800000000002,1497
United Kingdom,14710.0,1899.79,1498
United Kingdom,14389.0,1898.01,1499
United Kingdom,14730.0,1897.57,1500
United Kingdom,17560.0,1895.8,1501
United Kingdom,14327.0,1894.93,1502
United Kingdom,15248.0,1893.93,1503
United Kingdom,13984.0,1893.8,1504
United Kingdom,17350.0,1893.701,1505
United Kingdom,16631.0,1892.52,1506
United Kingdom,13276.0,1891.91,1507
United Kingdom,15381.0,1890.57,1508
United Kingdom,17609.0,1887.9,1509
United Kingdom,16172.0,1884.55,1510
United Kingdom,14403.0,1880.51,1511
United Kingdom,16660.0,1879.55,1512
United Kingdom,18151.0,1879.44,1513
United Kingdom,17227.0,1878.93,1514
United Kingdom,15197.0,1877.51,1515
United Kingdom,13946.0,1876.23,1516
United Kingdom,16426.0,1863.76,1517
United Kingdom,14887.0,1862.0,1518
United Kingdom,13503.0,1859.24,1519
United Kingdom,14305.0,1858.96,1520
United Kingdom,14130.0,1858.77,1521
United Kingdom,16043.0,1856.5900000000001,1522
United Kingdom,15081.0,1854.57,1523
United Kingdom,16049.0,1852.15,1524
United Kingdom,16917.0,1851.88,1525
United Kingdom,18180.0,1843.75,1526
United Kingdom,12950.0,1843.0,1527
United Kingdom,15201.0,1842.95,1528
United Kingdom,16102.0,1842.14,1529
United Kingdom,14224.0,1841.71,1530
United Kingdom,13168.0,1840.73,1531
United Kingdom,17919.0,1840.32,1532
United Kingdom,15822.0,1840.06,1533
United Kingdom,14870.0,1838.95,1534
United Kingdom,13924.0,1838.8500000000001,1535
United Kingdom,17015.0,1838.6100000000001,1536
United Kingdom,16175.0,1836.44,1537
United Kingdom,15402.0,1830.54,1538
United Kingdom,16152.0,1829.04,1539
United Kingdom,16825.0,1826.89,1540
United Kingdom,17244.0,1826.04,1541
United Kingdom,14896.0,1826.0,1542
United Kingdom,15678.0,1825.94,1543
United Kingdom,14715.0,1825.45,1544
United Kingdom,13884.0,1825.03,1545
United Kingdom,17642.0,1824.49,1546
United Kingdom,16169.0,1822.97,1547
United Kingdom,14738.0,1821.9,1548
United Kingdom,15339.0,1821.02,1549
United Kingdom,16205.0,1820.11,1550
United Kingdom,14553.0,1818.6,1551
United Kingdom,16233.0,1818.31,1552
United Kingdom,17787.0,1817.54,1553
United Kingdom,15807.0,1817.52,1554
United Kingdom,16880.0,1813.21,1555
United Kingdom,14915.0,1811.25,1556
United Kingdom,16474.0,1810.65,1557
United Kingdom,14893.0,1809.6100000000001,1558
United Kingdom,15530.0,1808.68,1559
United Kingdom,17888.0,1807.44,1560
United Kingdom,15133.0,1806.9,1561
United Kingdom,13561.0,1803.4,1562
United Kingdom,18161.0,1803.1000000000001,1563
United Kingdom,14723.0,1803.06,1564
United Kingdom,16797.0,1802.02,1565
United Kingdom,16249.0,1800.07,1566
United Kingdom,18235.0,1796.48,1567
United Kingdom,18236.0,1795.3500000000001,1568
United Kingdom,17165.0,1794.32,1569
United Kingdom,14708.0,1793.22,1570
United Kingdom,18122.0,1793.06,1571
United Kingdom,13711.0,1792.26,1572
United Kingdom,13375.0,1792.23,1573
United Kingdom,17603.0,1788.38,1574
United Kingdom,13782.0,1786.08,1575
United Kingdom,15608.0,1785.98,1576
United Kingdom,16611.0,1785.13,1577
United Kingdom,15452.0,1785.1100000000001,1578
United Kingdom,15128.0,1783.68,1579
United Kingdom,16110.0,1781.59,1580
United Kingdom,18214.0,1780.34,1581
United Kingdom,15220.0,1778.96,1582
United Kingdom,16770.0,1778.93,1583
United Kingdom,16510.0,1777.5,1584
United Kingdom,12908.0,1776.0,1585
United Kingdom,13920.0,1774.68,1586
United Kingdom,16124.0,1772.49,1587
United Kingdom,15594.0,1771.78,1588
United Kingdom,14850.0,1770.96,1589
United Kingdom,15972.0,1769.33,1590
United Kingdom,15736.0,1767.1200000000001,1591
United Kingdom,13456.0,1766.72,1592
United Kingdom,16751.0,1764.72,1593
United Kingdom,13648.0,1764.02,1594
United Kingdom,13717.0,1763.3,1595
United Kingdom,15777.0,1762.6100000000001,1596
United Kingdom,16511.0,1760.49,1597
United Kingdom,16620.0,1758.93,1598
United Kingdom,16266.0,1757.95,1599
United Kingdom,16595.0,1757.75,1600
United Kingdom,14704.0,1752.92,1601
United Kingdom,14522.0,1748.42,1602
United Kingdom,16639.0,1747.98,1603
United Kingdom,13808.0,1747.66,1604
United Kingdom,17695.0,1746.04,1605
United Kingdom,16348.0,1744.42,1606
United Kingdom,16380.0,1743.15,1607
United Kingdom,15605.0,1741.95,1608
United Kingdom,16087.0,1739.92,1609
United Kingdom,17974.0,1739.09,1610
United Kingdom,14584.0,1738.16,1611
United Kingdom,14075.0,1734.87,1612
United Kingdom,17268.0,1733.89,1613
United Kingdom,13026.0,1733.08,1614
United Kingdom,14400.0,1732.47,1615
United Kingdom,17432.0,1728.99,1616
United Kingdom,16891.0,1727.94,1617
United Kingdom,14387.0,1727.6,1618
United Kingdom,16809.0,1727.43,1619
United Kingdom,15730.0,1726.58,1620
United Kingdom,17190.0,1726.57,1621
United Kingdom,14304.0,1725.01,1622
United Kingdom,13363.0,1723.8600000000001,1623
United Kingdom,16374.0,1723.4,1624
United Kingdom,17135.0,1722.18,1625
United Kingdom,17451.0,1721.4,1626
United Kingdom,16119.0,1720.81,1627
United Kingdom,15267.0,1717.36,1628
United Kingdom,13705.0,1717.19,1629
United Kingdom,14021.0,1716.58,1630
United Kingdom,17162.0,1715.46,1631
United Kingdom,14692.0,1715.14,1632
United Kingdom,14741.0,1713.0900000000001,1633
United Kingdom,18239.0,1712.26,1634
United Kingdom,14447.0,1711.73,1635
United Kingdom,13665.0,1711.66,1636
United Kingdom,17750.0,1710.45,1637
United Kingdom,13104.0,1709.1,1638
United Kingdom,17731.0,1708.99,1639
United Kingdom,15607.0,1708.97,1640
United Kingdom,15947.0,1708.24,1641
United Kingdom,16902.0,1706.88,1642
United Kingdom,13309.0,1706.3700000000001,1643
United Kingdom,16398.0,1705.8,1644
United Kingdom,14859.0,1705.64,1645
United Kingdom,15326.0,1700.52,1646
United Kingdom,15911.0,1700.24,1647
United Kingdom,16768.0,1698.57,1648
United Kingdom,12932.0,1698.56,1649
United Kingdom,17813.0,1698.07,1650
United Kingdom,17694.0,1695.97,1651
United Kingdom,16899.0,1695.77,1652
United Kingdom,16010.0,1694.86,1653
United Kingdom,15976.0,1694.41,1654
United Kingdom,14245.0,1693.45,1655
United Kingdom,16671.0,1692.27,1656
United Kingdom,13838.0,1690.07,1657
United Kingdom,13294.0,1689.53,1658
United Kingdom,13566.0,1688.6,1659
United Kingdom,16725.0,1688.26,1660
United Kingdom,13516.0,1685.26,1661
United Kingdom,14643.0,1679.89,1662
United Kingdom,15551.0,1679.81,1663
United Kingdom,13800.0,1679.56,1664
United Kingdom,12870.0,1676.95,1665
United Kingdom,14831.0,1676.57,1666
United Kingdom,13149.0,1676.06,1667
United Kingdom,17656.0,1674.69,1668
United Kingdom,13587.0,1673.5,1669
United Kingdom,13308.0,1670.3700000000001,1670
United Kingdom,13417.0,1669.49,1671
United Kingdom,13184.0,1668.95,1672
United Kingdom,17534.0,1668.83,1673
United Kingdom,13434.0,1666.8600000000001,1674
United Kingdom,13064.0,1666.84,1675
United Kingdom,15192.0,1666.39,1676
United Kingdom,17321.0,1665.21,1677
United Kingdom,16329.0,1664.92,1678
United Kingdom,12912.0,1662.3,1679
United Kingdom,15214.0,1661.44,1680
United Kingdom,15649.0,1660.35,1681
United Kingdom,14583.0,1660.29,1682
United Kingdom,18096.0,1657.87,1683
United Kingdom,18276.0,1656.52,1684
United Kingdom,17041.0,1655.2,1685
United Kingdom,16625.0,1654.03,1686
United Kingdom,16813.0,1652.18,1687
United Kingdom,12911.0,1651.72,1688
United Kingdom,16634.0,1649.81,1689
United Kingdom,14420.0,1639.17,1690
United Kingdom,12933.0,1636.63,1691
United Kingdom,17006.0,1635.27,1692
United Kingdom,15310.0,1634.64,1693
United Kingdom,18062.0,1632.67,1694
United Kingdom,14164.0,1631.77,1695
United Kingdom,18136.0,1631.3600000000001,1696
United Kingdom,17571.0,1630.91,1697
United Kingdom,14904.0,1630.49,1698
United Kingdom,16256.0,1629.3700000000001,1699
United Kingdom,13554.0,1629.35,1700
United Kingdom,15167.0,1627.62,1701
United Kingdom,14759.0,1625.97,1702
United Kingdom,13154.0,1624.84,1703
United Kingdom,15172.0,1624.05,1704
United Kingdom,15422.0,1619.97,1705
United Kingdom,16224.0,1616.54,1706
United Kingdom,14336.0,1614.91,1707
United Kingdom,15013.0,1610.82,1708
United Kingdom,16860.0,1610.6200000000001,1709
United Kingdom,13900.0,1610.5900000000001,1710
United Kingdom,17814.0,1609.37,1711
United Kingdom,12847.0,1609.0,1712
United Kingdom,13249.0,1608.9299999999998,1713
United Kingdom,14920.0,1607.17,1714
United Kingdom,12947.0,1603.99,1715
United Kingdom,17515.0,1602.51,1716
United Kingdom,15325.0,1601.46,1717
United Kingdom,14178.0,1600.26,1718
United Kingdom,14885.0,1598.12,1719
United Kingdom,17853.0,1596.29,1720
United Kingdom,15134.0,1596.29,1720
United Kingdom,13850.0,1595.48,1722
United Kingdom,13239.0,1594.69,1723
United Kingdom,16801.0,1594.23,1724
United Kingdom,17028.0,1593.83,1725
United Kingdom,15289.0,1593.09,1726
United Kingdom,17540.0,1590.6000000000001,1727
United Kingdom,16092.0,1587.94,1728
United Kingdom,17345.0,1586.63,1729
United Kingdom,13156.0,1586.54,1730
United Kingdom,16096.0,1584.97,1731
United Kingdom,13740.0,1582.77,1732
United Kingdom,17867.0,1582.05,1733
United Kingdom,14719.0,1581.84,1734
United Kingdom,15279.0,1580.54,1735
United Kingdom,13202.0,1580.3,1736
United Kingdom,14587.0,1580.29,1737
United Kingdom,13752.0,1579.8300000000002,1738
United Kingdom,17222.0,1579.51,1739
United Kingdom,17649.0,1578.89,1740
United Kingdom,13186.0,1575.89,1741
United Kingdom,13337.0,1575.26,1742
United Kingdom,14489.0,1574.93,1743
United Kingdom,16099.0,1573.2,1744
United Kingdom,17886.0,1572.55,1745
United Kingdom,14136.0,1570.81,1746
United Kingdom,14198.0,1569.73,1747
United Kingdom,13539.0,1569.36,1748
United Kingdom,17624.0,1568.63,1749
United Kingdom,16774.0,1567.48,1750
United Kingdom,17235.0,1562.98,1751
